0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
99	255	128	251
118	255	128	251
175	254	192	251
36	254	192	251
49	0	192	249
127	0	64	249
138	0	64	249
236	0	64	249
111	0	128	11
95	255	128	11
72	255	128	255
95	255	128	255
1	255	128	255
3	254	192	253
212	255	192	253
188	0	128	248
11	1	128	248
255	1	128	248
170	1	128	248
149	255	192	248
92	255	192	248
131	255	0	255
135	255	0	255
73	0	0	255
96	0	0	255
240	255	0	255
54	0	0	255
1	255	192	9
175	254	192	9
160	255	64	1
38	255	64	1
64	255	64	1
232	254	0	7
206	255	0	7
54	0	0	7
72	0	128	249
191	255	128	249
220	254	128	249
244	254	128	247
74	255	128	247
17	255	128	247
201	255	64	255
53	0	64	255
25	1	0	0
228	0	0	0
54	1	0	0
69	1	0	9
115	0	0	9
30	255	0	9
186	254	128	5
233	254	128	5
48	255	128	5
217	254	64	5
149	255	64	5
110	0	0	8
35	0	0	8
219	254	0	8
17	255	0	255
76	255	0	255
91	255	0	255
80	255	128	0
80	255	128	0
31	0	128	0
115	0	64	247
70	0	64	247
240	255	64	247
21	0	0	250
50	0	0	250
220	0	0	250
95	0	0	250
158	255	128	251
103	0	128	251
43	0	64	249
49	0	64	249
208	0	64	249
201	0	128	245
133	0	128	245
200	0	128	245
132	255	128	0
20	255	128	0
210	254	128	0
24	255	192	250
159	254	192	250
45	0	128	247
146	0	128	247
52	0	128	247
72	0	128	247
90	0	64	6
147	0	64	6
88	0	64	6
226	254	192	253
113	254	192	253
175	254	192	253
77	255	192	253
193	0	128	3
