0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
92	254	128	7
68	254	192	255
199	254	192	255
236	255	0	2
37	0	0	2
190	0	0	2
221	0	192	11
27	1	192	11
245	0	192	11
168	0	192	13
82	0	192	13
252	255	192	13
210	255	0	1
199	255	0	1
10	0	0	1
61	0	0	2
74	0	0	2
80	0	0	2
7	0	128	7
19	0	128	7
199	255	128	7
247	255	128	7
204	255	128	7
227	255	128	7
174	0	192	250
163	0	192	250
149	0	192	250
230	255	64	253
74	254	64	253
239	253	64	253
168	253	192	5
27	253	192	5
133	253	192	5
243	253	64	251
234	253	64	251
21	0	64	251
42	2	0	246
216	2	0	246
151	2	64	248
49	1	64	248
47	255	64	248
47	254	128	2
183	253	128	2
162	253	128	2
101	253	128	241
95	253	128	241
64	254	128	241
107	255	192	246
170	255	192	246
123	255	192	246
86	255	0	1
55	255	0	1
125	255	0	1
96	255	0	1
238	254	192	250
43	255	192	250
80	255	64	248
128	255	64	248
187	255	64	248
149	255	192	5
121	255	192	5
139	255	192	5
151	255	128	7
180	255	128	7
155	0	128	7
172	0	64	252
147	1	64	252
154	1	64	252
12	1	0	7
3	1	0	7
184	0	0	7
43	0	64	13
21	255	64	13
71	254	64	13
249	253	192	7
81	254	192	7
154	254	192	7
248	254	64	0
161	255	64	0
156	0	64	0
250	0	64	12
161	1	64	12
187	1	64	12
53	1	0	7
173	0	0	7
101	0	0	7
212	255	0	7
222	254	0	247
136	254	0	247
158	254	0	2
204	254	0	2
129	255	0	2
32	0	0	2
248	0	64	1
109	1	64	1
90	1	64	1
205	0	64	250
130	0	64	250
115	0	64	250
16	255	0	241
221	254	0	241
214	254	0	241
50	255	192	4
128	255	192	4
81	0	128	0
94	0	128	0
151	0	128	0
152	0	128	0
101	0	128	250
218	255	128	250
126	255	128	250
