0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
132	0	128	250
248	3	128	250
61	254	0	27
158	254	0	27
153	252	0	27
155	4	64	229
48	255	64	229
62	1	128	28
11	253	128	28
160	252	128	28
56	254	192	20
5	254	192	20
35	0	192	20
217	255	192	9
237	253	192	9
221	255	192	9
209	4	192	2
7	4	192	2
11	2	192	2
151	252	0	227
182	0	0	227
214	0	0	227
224	2	192	239
95	253	192	239
45	0	192	239
235	254	128	242
205	0	128	242
92	255	128	242
203	254	64	228
230	1	64	228
189	1	64	228
79	255	0	204
113	254	0	204
233	0	0	204
186	254	128	222
37	1	128	222
124	0	128	222
98	1	192	230
74	0	192	230
76	0	192	230
11	2	192	238
95	0	192	238
212	254	192	22
244	253	192	22
77	1	192	22
205	2	128	22
25	254	128	22
44	252	128	22
3	253	192	20
53	1	192	20
129	255	0	17
212	2	0	17
221	254	0	17
87	1	0	8
103	254	0	8
137	253	0	8
226	1	192	23
108	1	192	23
195	2	192	23
214	252	192	7
88	2	192	7
228	255	0	16
49	255	0	16
179	254	0	16
17	4	0	15
150	0	0	15
203	1	0	15
111	253	64	9
220	0	64	9
59	255	192	14
106	1	192	14
139	254	192	14
94	254	192	14
104	1	192	8
28	254	192	8
69	254	192	1
184	0	192	1
127	1	192	1
102	254	128	3
74	255	128	3
76	0	128	3
145	1	128	3
246	254	64	21
152	0	64	21
3	2	192	15
214	254	192	15
113	254	192	15
150	255	192	15
75	255	192	243
75	254	192	243
205	2	192	243
240	2	192	243
242	252	0	223
209	1	0	223
180	254	64	201
135	0	64	201
208	253	64	201
85	0	0	26
244	2	0	26
105	1	0	26
164	0	0	237
17	253	0	237
90	0	0	237
198	254	64	3
235	255	64	3
172	255	64	3
147	255	0	8
164	255	0	8
73	254	128	25
58	0	128	25
78	255	128	25
183	0	64	29
77	254	64	29
8	0	64	29
14	254	0	40
216	4	0	40
174	254	128	25
161	0	128	25
26	252	128	25
168	255	192	21
236	3	192	21
248	0	192	21
49	1	192	21
38	254	64	6
120	1	64	6
171	255	0	9
155	255	0	9
150	255	0	9
42	255	128	223
190	255	128	223
51	254	128	223
122	1	0	25
187	0	0	25
254	1	0	25
19	0	192	8
224	255	192	8
237	255	192	8
172	2	128	15
85	2	128	15
131	251	128	15
78	254	0	14
201	0	0	14
30	2	0	14
23	255	0	14
224	254	128	21
50	255	128	21
184	1	192	234
