0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
208	254	128	242
252	254	128	242
186	255	128	242
145	255	64	248
55	255	64	248
179	0	64	248
66	1	64	80
62	0	64	80
176	255	192	250
123	0	192	250
65	1	192	250
210	254	64	199
15	0	64	199
81	0	64	199
31	255	64	199
151	254	64	199
178	0	192	45
240	255	192	45
200	255	192	45
52	254	0	235
138	254	0	235
32	1	128	249
136	0	128	249
97	0	128	249
221	0	0	94
159	255	0	94
43	0	0	94
60	255	64	254
223	0	64	254
93	255	192	240
248	254	192	240
63	255	192	240
98	0	128	31
46	255	128	31
187	254	128	31
43	0	64	217
183	0	64	217
30	0	64	4
163	255	64	4
215	254	64	4
184	255	192	16
204	1	192	16
118	255	192	16
214	254	64	243
214	254	64	243
97	255	64	243
243	255	64	243
81	255	64	46
225	0	64	46
74	1	128	210
135	0	128	210
82	0	128	210
208	255	128	192
102	255	128	192
75	255	128	192
134	255	0	49
178	255	0	49
146	255	0	49
167	0	128	221
147	0	128	221
114	0	128	221
117	255	128	221
114	255	0	58
198	254	0	58
128	0	0	58
32	0	0	223
240	255	0	223
52	1	0	223
253	0	0	251
225	255	0	251
229	255	0	251
26	0	0	247
174	255	0	247
208	255	0	242
96	255	0	242
151	0	0	242
47	1	0	242
98	0	64	47
57	0	64	47
36	254	64	47
168	255	0	203
210	0	0	203
72	0	0	203
9	1	128	28
173	255	128	28
174	254	0	226
13	0	0	226
76	0	0	226
68	0	64	26
212	255	64	26
218	0	64	26
199	0	64	26
11	1	64	221
27	0	64	221
75	255	64	221
175	255	128	250
244	0	128	250
136	1	128	250
145	254	192	21
38	255	192	21
236	255	192	21
255	0	192	28
69	1	192	28
136	254	64	202
209	255	64	202
138	1	64	41
104	0	64	41
73	255	64	41
37	254	64	41
102	254	64	4
37	0	64	4
89	0	64	4
98	0	192	253
139	255	192	253
168	0	0	239
238	255	0	239
197	254	0	239
241	254	0	239
64	255	128	17
226	1	128	17
151	255	192	219
192	255	192	219
41	0	0	70
180	255	0	70
94	0	0	70
245	255	0	240
243	254	0	240
96	254	0	240
91	254	0	3
40	255	0	3
104	255	0	12
109	0	0	12
69	0	0	12
252	1	128	11
77	1	128	11
2	0	128	11
171	0	192	180
80	255	192	180
